x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,label
0.0,-0.08380681276321411,-0.16602540016174316,-0.23676419258117676,-0.28842833638191223,-0.2208707332611084,-0.3379477560520172,-0.41089507937431335,-0.472892165184021,-0.20703232288360596,-0.3572254776954651,-0.44225484132766724,-0.5008063912391663,-0.18957024812698364,-0.3053417205810547,-0.2706012725830078,-0.2288820743560791,-0.16883891820907593,-0.25427448749542236,-0.22549670934677124,-0.1939321756362915,0.0,-0.0827653706073761,-0.10180008411407471,-0.07600483298301697,-0.029963523149490356,-0.15302996337413788,-0.1827288120985031,-0.21311183273792267,-0.23473051190376282,-0.09128740429878235,-0.01606285572052002,0.03513699769973755,0.07330083847045898,-0.009696125984191895,0.07307636737823486,0.0832858681678772,0.06216305494308472,0.06808626651763916,0.13313835859298706,0.13669127225875854,0.11108258366584778,Scissors
0.0,-0.08401268720626831,-0.16725605726242065,-0.235920250415802,-0.2832166254520416,-0.22274410724639893,-0.33908239006996155,-0.4098961353302002,-0.4682042896747589,-0.20975100994110107,-0.3525657653808594,-0.43250858783721924,-0.4880342185497284,-0.19127702713012695,-0.29600703716278076,-0.2617018222808838,-0.22270387411117554,-0.16874217987060547,-0.24715083837509155,-0.21936172246932983,-0.18936032056808472,0.0,-0.07978010177612305,-0.09638643264770508,-0.06767776608467102,-0.015263468027114868,-0.147910013794899,-0.1782412827014923,-0.20524969696998596,-0.22500136494636536,-0.08846238255500793,-0.013179421424865723,0.036503106355667114,0.07226482033729553,-0.010682433843612671,0.07540369033813477,0.0822305977344513,0.05966344475746155,0.0655733048915863,0.13024166226387024,0.1316702663898468,0.10584518313407898,Scissors
0.0,-0.07720962166786194,-0.12609589099884033,-0.1373070776462555,-0.12343364953994751,-0.15925344824790955,-0.22085505723953247,-0.26535776257514954,-0.30265945196151733,-0.12157189846038818,-0.13621088862419128,-0.13544127345085144,-0.13692188262939453,-0.06958794593811035,-0.06270503997802734,-0.045894742012023926,-0.03981989622116089,-0.012547671794891357,-0.011144578456878662,-0.0017304420471191406,-0.0002556443214416504,0.0,0.043750062584877014,0.13267551362514496,0.22185908257961273,0.2925676256418228,0.16010065376758575,0.26533450186252594,0.3313918262720108,0.3857416659593582,0.17733456194400787,0.35553063452243805,0.4539898782968521,0.5216275602579117,0.19311796128749847,0.34772635996341705,0.3195890337228775,0.27242858707904816,0.20096378028392792,0.3207608610391617,0.2939707785844803,0.2503761798143387,Scissors
0.0,-0.07698482275009155,-0.14778268337249756,-0.18591678142547607,-0.19805526733398438,-0.1975296437740326,-0.2963869273662567,-0.3609371781349182,-0.4129449129104614,-0.17125099897384644,-0.25806713104248047,-0.3014799654483795,-0.33672165870666504,-0.1321035623550415,-0.1907593011856079,-0.15605688095092773,-0.13219726085662842,-0.08702617883682251,-0.1357772946357727,-0.11216855049133301,-0.09710794687271118,0.0,-0.015537276864051819,0.019239425659179688,0.0837927758693695,0.14857715368270874,0.009265691041946411,0.04737982153892517,0.06692850589752197,0.08445638418197632,0.04132640361785889,0.1773345172405243,0.2646532952785492,0.32549306750297546,0.08500385284423828,0.218847393989563,0.2012833058834076,0.1591881513595581,0.12602639198303223,0.2344726324081421,0.21330973505973816,0.1699024736881256,Scissors
0.0,-0.05088222026824951,-0.1304118037223816,-0.19660425186157227,-0.24088802933692932,-0.17363744974136353,-0.25461268424987793,-0.3152143359184265,-0.3630076050758362,-0.1741977334022522,-0.28527525067329407,-0.35657715797424316,-0.40689098834991455,-0.16572338342666626,-0.2642240524291992,-0.23469462990760803,-0.19932174682617188,-0.14681607484817505,-0.218256413936615,-0.1952763795852661,-0.16493314504623413,0.0,-0.06418761610984802,-0.09399101138114929,-0.06453049182891846,-0.02068188786506653,-0.14538535475730896,-0.18758821487426758,-0.2216522991657257,-0.2439325451850891,-0.10866665840148926,-0.07249853014945984,-0.03525272011756897,-0.007799923419952393,-0.04443693161010742,0.028575986623764038,0.0593051016330719,0.05383801460266113,0.030773282051086426,0.0971117913722992,0.10793253779411316,0.0926714837551117,Scissors
0.0,-0.04023253917694092,-0.10291898250579834,-0.16837996244430542,-0.22192060947418213,-0.12655407190322876,-0.19409793615341187,-0.2368512749671936,-0.2751699686050415,-0.12760525941848755,-0.25348371267318726,-0.3397081792354584,-0.4032885432243347,-0.13444989919662476,-0.252278596162796,-0.2348473072052002,-0.20048129558563232,-0.13793188333511353,-0.22897982597351074,-0.20886677503585815,-0.1762344241142273,0.0,-0.10143479704856873,-0.16726714372634888,-0.18607831001281738,-0.182977557182312,-0.24359524250030518,-0.3348390758037567,-0.40298983454704285,-0.45617952942848206,-0.20109909772872925,-0.23463723063468933,-0.24396440386772156,-0.25055330991744995,-0.1290016770362854,-0.1260257065296173,-0.0828661322593689,-0.0717015266418457,-0.05029362440109253,-0.03616535663604736,-0.01129460334777832,-0.012039482593536377,Scissors
0.0,-0.004702627658843994,-0.05723381042480469,-0.12322568893432617,-0.17903658747673035,-0.058553993701934814,-0.11720788478851318,-0.15291666984558105,-0.18678700923919678,-0.08351391553878784,-0.18745243549346924,-0.2623860538005829,-0.31859952211380005,-0.11268508434295654,-0.19162172079086304,-0.18024036288261414,-0.1571250557899475,-0.13631194829940796,-0.18737316131591797,-0.16950368881225586,-0.14522135257720947,0.0,-0.11229634284973145,-0.1914544403553009,-0.22460094094276428,-0.22893327474594116,-0.2661632001399994,-0.37867891788482666,-0.4566633552312851,-0.5213260650634766,-0.22129297256469727,-0.3036963939666748,-0.3489955961704254,-0.3859558701515198,-0.1547744870185852,-0.20687618851661682,-0.19198092818260193,-0.18262118101119995,-0.08035063743591309,-0.11209404468536377,-0.10564529895782471,-0.10356646776199341,Scissors
0.0,-0.06798005104064941,-0.14858025312423706,-0.2094024419784546,-0.23980966210365295,-0.24323591589927673,-0.29134848713874817,-0.2562478482723236,-0.21817800402641296,-0.2486964464187622,-0.2778675854206085,-0.2374558448791504,-0.1963285207748413,-0.23843520879745483,-0.25682854652404785,-0.2164086401462555,-0.1784878373146057,-0.2265361249446869,-0.23330473899841309,-0.19807934761047363,-0.16821861267089844,0.0,-0.1099773645401001,-0.16364654898643494,-0.15859034657478333,-0.10822471976280212,-0.2183721661567688,-0.13544058799743652,-0.09601974487304688,-0.09201568365097046,-0.1509668529033661,-0.04312574863433838,-0.020694494247436523,-0.034413278102874756,-0.06367582082748413,0.026940345764160156,0.03681981563568115,0.013149499893188477,0.022964775562286377,0.09013521671295166,0.09272682666778564,0.07309591770172119,Rock
0.0,-0.06318289041519165,-0.13446646928787231,-0.1912633180618286,-0.22301751375198364,-0.22470179200172424,-0.27580198645591736,-0.246841698884964,-0.21301376819610596,-0.23552468419075012,-0.26470476388931274,-0.2284809648990631,-0.19592499732971191,-0.22890779376029968,-0.24581268429756165,-0.20898237824440002,-0.17865824699401855,-0.21817409992218018,-0.22265487909317017,-0.18743455410003662,-0.16170549392700195,0.0,-0.09964293241500854,-0.15461590886116028,-0.1609955132007599,-0.13318774104118347,-0.20657500624656677,-0.1244865357875824,-0.08927598595619202,-0.08265990018844604,-0.14572787284851074,-0.037686288356781006,-0.01719486713409424,-0.03046715259552002,-0.0668179988861084,0.028849363327026367,0.036122679710388184,0.010727405548095703,0.015375196933746338,0.08622878789901733,0.08825474977493286,0.06546419858932495,Rock
0.0,-0.05987364053726196,-0.13050061464309692,-0.1856505274772644,-0.2188606858253479,-0.22864177823066711,-0.28256455063819885,-0.2582400143146515,-0.22574171423912048,-0.2409360110759735,-0.27828776836395264,-0.24315336346626282,-0.2068488597869873,-0.23561006784439087,-0.2538594901561737,-0.21694767475128174,-0.18426477909088135,-0.22580453753471375,-0.22725600004196167,-0.19388741254806519,-0.16679108142852783,0.0,-0.10651025176048279,-0.1593570113182068,-0.16547489166259766,-0.13307198882102966,-0.205622136592865,-0.13450682163238525,-0.0929238498210907,-0.08085551857948303,-0.1493895947933197,-0.04486638307571411,-0.019559860229492188,-0.028706610202789307,-0.07183641195297241,0.026860713958740234,0.0390164852142334,0.017610907554626465,0.00813603401184082,0.08575570583343506,0.09104269742965698,0.07229018211364746,Rock
